MANDT	STASZ	STLAL	STLKN	STLNR	STLTY	AENNR	DATUV	LKENZ	STVKN
800	00000007	01	00000003	00001036	M		20010209		00000003
800	00000009	01	00000004	00001036	M		20010209		00000004
800	00000011	01	00000005	00001036	M		20010209		00000005
800	00000013	01	00000006	00001036	M		20010209		00000006
800	00000015	01	00000007	00001036	M		20010209		00000007
800	00000017	01	00000008	00001036	M		20010209		00000008
800	00000019	01	00000009	00001036	M		20010209		00000009
800	00000003	01	00000001	00001037	M		20010209		00000001
800	00000005	01	00000002	00001037	M		20010209		00000002
800	00000007	01	00000003	00001037	M		20010209		00000003
800	00000009	01	00000004	00001037	M		20010209		00000004
800	00000011	01	00000005	00001037	M		20010209		00000005
800	00000013	01	00000006	00001037	M		20010209		00000006
800	00000015	01	00000007	00001037	M		20010209		00000007
800	00000017	01	00000008	00001037	M		20010209		00000008
800	00000019	01	00000009	00001037	M		20010209		00000009
800	00000003	01	00000001	00001038	M		20010209		00000001
800	00000005	01	00000002	00001038	M		20010209		00000002
800	00000007	01	00000003	00001038	M		20010209		00000003
800	00000009	01	00000004	00001038	M		20010209		00000004
800	00000011	01	00000005	00001038	M		20010209		00000005
800	00000013	01	00000006	00001038	M		20010209		00000006
800	00000015	01	00000007	00001038	M		20010209		00000007
800	00000017	01	00000008	00001038	M		20010209		00000008
800	00000019	01	00000009	00001038	M		20010209		00000009
800	00000003	01	00000001	00001039	M		20010209		00000001
800	00000005	01	00000002	00001039	M		20010209		00000002
800	00000007	01	00000003	00001039	M		20010209		00000003
800	00000009	01	00000004	00001039	M		20010209		00000004
800	00000003	01	00000001	00001040	M		20010209		00000001
800	00000005	01	00000002	00001040	M		20010209		00000002
800	00000007	01	00000003	00001040	M		20010209		00000003
800	00000009	01	00000004	00001040	M		20010209		00000004
800	00000003	01	00000001	00001041	M		20010209		00000001
800	00000005	01	00000002	00001041	M		20010209		00000002
800	00000007	01	00000003	00001041	M		20010209		00000003
800	00000009	01	00000004	00001041	M		20010209		00000004
800	00000003	01	00000001	00001042	M		20010209		00000001
800	00000003	01	00000001	00001043	M		20010209		00000001
800	00000005	01	00000002	00001043	M		20010209		00000002
800	00000003	01	00000001	00001044	M		20010209		00000001
800	00000005	01	00000002	00001044	M		20010209		00000002
800	00000003	01	00000001	00001045	M		20010209		00000001
800	00000005	01	00000002	00001045	M		20010209		00000002
800	00000007	01	00000003	00001045	M		20010209		00000003
800	00000009	01	00000004	00001045	M		20010209		00000004
800	00000011	01	00000005	00001045	M		20010209		00000005
800	00000013	01	00000006	00001045	M		20010209		00000006
800	00000015	01	00000007	00001045	M		20010209		00000007
800	00000017	01	00000008	00001045	M		20010209		00000008
800	00000019	01	00000009	00001045	M		20010209		00000009
800	00000003	01	00000001	00001046	M		20010209		00000001
800	00000005	01	00000002	00001046	M		20010209		00000002
800	00000007	01	00000003	00001046	M		20010209		00000003
800	00000009	01	00000004	00001046	M		20010209		00000004
800	00000011	01	00000005	00001046	M		20010209		00000005
800	00000013	01	00000006	00001046	M		20010209		00000006
800	00000015	01	00000007	00001046	M		20010209		00000007
800	00000017	01	00000008	00001046	M		20010209		00000008
800	00000019	01	00000009	00001046	M		20010209		00000009
800	00000003	01	00000001	00001047	M		20010209		00000001
800	00000005	01	00000002	00001047	M		20010209		00000002
800	00000007	01	00000003	00001047	M		20010209		00000003
800	00000009	01	00000004	00001047	M		20010209		00000004
800	00000011	01	00000005	00001047	M		20010209		00000005
800	00000013	01	00000006	00001047	M		20010209		00000006
800	00000015	01	00000007	00001047	M		20010209		00000007
800	00000017	01	00000008	00001047	M		20010209		00000008
800	00000019	01	00000009	00001047	M		20010209		00000009
800	00000003	01	00000001	00001048	M		20010209		00000001
800	00000005	01	00000002	00001048	M		20010209		00000002
800	00000007	01	00000003	00001048	M		20010209		00000003
800	00000009	01	00000004	00001048	M		20010209		00000004
800	00000011	01	00000005	00001048	M		20010209		00000005
800	00000013	01	00000006	00001048	M		20010209		00000006
800	00000015	01	00000007	00001048	M		20010209		00000007
800	00000017	01	00000008	00001048	M		20010209		00000008
800	00000019	01	00000009	00001048	M		20010209		00000009
800	00000003	01	00000001	00001049	M		20010209		00000001
800	00000005	01	00000002	00001049	M		20010209		00000002
800	00000007	01	00000003	00001049	M		20010209		00000003
800	00000009	01	00000004	00001049	M		20010209		00000004
800	00000011	01	00000005	00001049	M		20010209		00000005
800	00000013	01	00000006	00001049	M		20010209		00000006
800	00000015	01	00000007	00001049	M		20010209		00000007
800	00000017	01	00000008	00001049	M		20010209		00000008
800	00000019	01	00000009	00001049	M		20010209		00000009
800	00000003	01	00000001	00001050	M		20010209		00000001
800	00000005	01	00000002	00001050	M		20010209		00000002
800	00000007	01	00000003	00001050	M		20010209		00000003
800	00000009	01	00000004	00001050	M		20010209		00000004
800	00000003	01	00000001	00001051	M		20010209		00000001
800	00000005	01	00000002	00001051	M		20010209		00000002
800	00000007	01	00000003	00001051	M		20010209		00000003
800	00000009	01	00000004	00001051	M		20010209		00000004
800	00000003	01	00000001	00001052	M		20010209		00000001
800	00000005	01	00000002	00001052	M		20010209		00000002
800	00000007	01	00000003	00001052	M		20010209		00000003
800	00000009	01	00000004	00001052	M		20010209		00000004
800	00000003	01	00000001	00001053	M		20010209		00000001
800	00000003	01	00000001	00001054	M		20010209		00000001
800	00000005	01	00000002	00001054	M		20010209		00000002
800	00000003	01	00000001	00001055	M		20010209		00000001
800	00000005	01	00000002	00001055	M		20010209		00000002
800	00000003	01	00000001	00001056	M		20010209		00000001
800	00000005	01	00000002	00001056	M		20010209		00000002
800	00000007	01	00000003	00001056	M		20010209		00000003
800	00000009	01	00000004	00001056	M		20010209		00000004
800	00000011	01	00000005	00001056	M		20010209		00000005
800	00000013	01	00000006	00001056	M		20010209		00000006
800	00000015	01	00000007	00001056	M		20010209		00000007
800	00000017	01	00000008	00001056	M		20010209		00000008
800	00000019	01	00000009	00001056	M		20010209		00000009
800	00000003	01	00000001	00001057	M		20010209		00000001
800	00000005	01	00000002	00001057	M		20010209		00000002
800	00000007	01	00000003	00001057	M		20010209		00000003
800	00000009	01	00000004	00001057	M		20010209		00000004
800	00000011	01	00000005	00001057	M		20010209		00000005
800	00000013	01	00000006	00001057	M		20010209		00000006
800	00000015	01	00000007	00001057	M		20010209		00000007
800	00000017	01	00000008	00001057	M		20010209		00000008
800	00000019	01	00000009	00001057	M		20010209		00000009
800	00000003	01	00000001	00001058	M		20010209		00000001
800	00000005	01	00000002	00001058	M		20010209		00000002
800	00000007	01	00000003	00001058	M		20010209		00000003
800	00000009	01	00000004	00001058	M		20010209		00000004
800	00000011	01	00000005	00001058	M		20010209		00000005
800	00000013	01	00000006	00001058	M		20010209		00000006
800	00000015	01	00000007	00001058	M		20010209		00000007
800	00000017	01	00000008	00001058	M		20010209		00000008
800	00000019	01	00000009	00001058	M		20010209		00000009
800	00000003	01	00000001	00001059	M		20010209		00000001
800	00000005	01	00000002	00001059	M		20010209		00000002
800	00000007	01	00000003	00001059	M		20010209		00000003
800	00000009	01	00000004	00001059	M		20010209		00000004
800	00000011	01	00000005	00001059	M		20010209		00000005
800	00000013	01	00000006	00001059	M		20010209		00000006
800	00000015	01	00000007	00001059	M		20010209		00000007
800	00000017	01	00000008	00001059	M		20010209		00000008
800	00000019	01	00000009	00001059	M		20010209		00000009
800	00000003	01	00000001	00001060	M		20010209		00000001
800	00000005	01	00000002	00001060	M		20010209		00000002
800	00000007	01	00000003	00001060	M		20010209		00000003
800	00000009	01	00000004	00001060	M		20010209		00000004
800	00000011	01	00000005	00001060	M		20010209		00000005
800	00000013	01	00000006	00001060	M		20010209		00000006
800	00000015	01	00000007	00001060	M		20010209		00000007
800	00000017	01	00000008	00001060	M		20010209		00000008
800	00000019	01	00000009	00001060	M		20010209		00000009
800	00000003	01	00000001	00001061	M		20010209		00000001
800	00000005	01	00000002	00001061	M		20010209		00000002
800	00000007	01	00000003	00001061	M		20010209		00000003
800	00000009	01	00000004	00001061	M		20010209		00000004
800	00000003	01	00000001	00001062	M		20010209		00000001
800	00000005	01	00000002	00001062	M		20010209		00000002
800	00000007	01	00000003	00001062	M		20010209		00000003
800	00000009	01	00000004	00001062	M		20010209		00000004
800	00000003	01	00000001	00001063	M		20010209		00000001
800	00000005	01	00000002	00001063	M		20010209		00000002
800	00000007	01	00000003	00001063	M		20010209		00000003
800	00000009	01	00000004	00001063	M		20010209		00000004
800	00000003	01	00000001	00001064	M		20010209		00000001
800	00000003	01	00000001	00001065	M		20010209		00000001
800	00000005	01	00000002	00001065	M		20010209		00000002
800	00000003	01	00000001	00001066	M		20010209		00000001
800	00000005	01	00000002	00001066	M		20010209		00000002
800	00000003	01	00000001	00001067	M		20010209		00000001
800	00000005	01	00000002	00001067	M		20010209		00000002
800	00000007	01	00000003	00001067	M		20010209		00000003
800	00000009	01	00000004	00001067	M		20010209		00000004
800	00000011	01	00000005	00001067	M		20010209		00000005
800	00000013	01	00000006	00001067	M		20010209		00000006
800	00000015	01	00000007	00001067	M		20010209		00000007
800	00000017	01	00000008	00001067	M		20010209		00000008
800	00000019	01	00000009	00001067	M		20010209		00000009
800	00000003	01	00000001	00001068	M		20010209		00000001
800	00000005	01	00000002	00001068	M		20010209		00000002
800	00000007	01	00000003	00001068	M		20010209		00000003
800	00000009	01	00000004	00001068	M		20010209		00000004
800	00000011	01	00000005	00001068	M		20010209		00000005
800	00000013	01	00000006	00001068	M		20010209		00000006
800	00000015	01	00000007	00001068	M		20010209		00000007
800	00000017	01	00000008	00001068	M		20010209		00000008
800	00000019	01	00000009	00001068	M		20010209		00000009
800	00000003	01	00000001	00001069	M		20010209		00000001
800	00000005	01	00000002	00001069	M		20010209		00000002
800	00000007	01	00000003	00001069	M		20010209		00000003
800	00000009	01	00000004	00001069	M		20010209		00000004
800	00000011	01	00000005	00001069	M		20010209		00000005
800	00000013	01	00000006	00001069	M		20010209		00000006
800	00000015	01	00000007	00001069	M		20010209		00000007
800	00000017	01	00000008	00001069	M		20010209		00000008
800	00000019	01	00000009	00001069	M		20010209		00000009
800	00000003	01	00000001	00001070	M		20010209		00000001
800	00000005	01	00000002	00001070	M		20010209		00000002
800	00000007	01	00000003	00001070	M		20010209		00000003
800	00000009	01	00000004	00001070	M		20010209		00000004
800	00000011	01	00000005	00001070	M		20010209		00000005
800	00000013	01	00000006	00001070	M		20010209		00000006
800	00000015	01	00000007	00001070	M		20010209		00000007
800	00000017	01	00000008	00001070	M		20010209		00000008
800	00000019	01	00000009	00001070	M		20010209		00000009
800	00000003	01	00000001	00001071	M		20010209		00000001
800	00000005	01	00000002	00001071	M		20010209		00000002
800	00000007	01	00000003	00001071	M		20010209		00000003
800	00000009	01	00000004	00001071	M		20010209		00000004
800	00000011	01	00000005	00001071	M		20010209		00000005
800	00000013	01	00000006	00001071	M		20010209		00000006
800	00000015	01	00000007	00001071	M		20010209		00000007
800	00000017	01	00000008	00001071	M		20010209		00000008
800	00000019	01	00000009	00001071	M		20010209		00000009
800	00000003	01	00000001	00001072	M		20010209		00000001
800	00000005	01	00000002	00001072	M		20010209		00000002
800	00000007	01	00000003	00001072	M		20010209		00000003
800	00000009	01	00000004	00001072	M		20010209		00000004
800	00000003	01	00000001	00001073	M		20010209		00000001
800	00000005	01	00000002	00001073	M		20010209		00000002
800	00000007	01	00000003	00001073	M		20010209		00000003
800	00000009	01	00000004	00001073	M		20010209		00000004
800	00000003	01	00000001	00001074	M		20010209		00000001
800	00000005	01	00000002	00001074	M		20010209		00000002
800	00000007	01	00000003	00001074	M		20010209		00000003
800	00000009	01	00000004	00001074	M		20010209		00000004
800	00000003	01	00000001	00001075	M		20010209		00000001
800	00000003	01	00000001	00001076	M		20010209		00000001
800	00000005	01	00000002	00001076	M		20010209		00000002
800	00000003	01	00000001	00001077	M		20010209		00000001
800	00000005	01	00000002	00001077	M		20010209		00000002
800	00000003	01	00000001	00001078	M		20010209		00000001
800	00000005	01	00000002	00001078	M		20010209		00000002
800	00000007	01	00000003	00001078	M		20010209		00000003
800	00000009	01	00000004	00001078	M		20010209		00000004
800	00000011	01	00000005	00001078	M		20010209		00000005
800	00000013	01	00000006	00001078	M		20010209		00000006
800	00000015	01	00000007	00001078	M		20010209		00000007
800	00000017	01	00000008	00001078	M		20010209		00000008
800	00000019	01	00000009	00001078	M		20010209		00000009
800	00000003	01	00000001	00001079	M		20010209		00000001
800	00000005	01	00000002	00001079	M		20010209		00000002
800	00000007	01	00000003	00001079	M		20010209		00000003
800	00000009	01	00000004	00001079	M		20010209		00000004
800	00000011	01	00000005	00001079	M		20010209		00000005
800	00000013	01	00000006	00001079	M		20010209		00000006
800	00000015	01	00000007	00001079	M		20010209		00000007
800	00000017	01	00000008	00001079	M		20010209		00000008
800	00000019	01	00000009	00001079	M		20010209		00000009
800	00000003	01	00000001	00001080	M		20010209		00000001
800	00000005	01	00000002	00001080	M		20010209		00000002
800	00000007	01	00000003	00001080	M		20010209		00000003
800	00000009	01	00000004	00001080	M		20010209		00000004
800	00000011	01	00000005	00001080	M		20010209		00000005
800	00000013	01	00000006	00001080	M		20010209		00000006
800	00000015	01	00000007	00001080	M		20010209		00000007
800	00000017	01	00000008	00001080	M		20010209		00000008
800	00000019	01	00000009	00001080	M		20010209		00000009
800	00000003	01	00000001	00001081	M		20010209		00000001
800	00000005	01	00000002	00001081	M		20010209		00000002
800	00000007	01	00000003	00001081	M		20010209		00000003
800	00000009	01	00000004	00001081	M		20010209		00000004
800	00000011	01	00000005	00001081	M		20010209		00000005
800	00000013	01	00000006	00001081	M		20010209		00000006
800	00000015	01	00000007	00001081	M		20010209		00000007
800	00000017	01	00000008	00001081	M		20010209		00000008
800	00000019	01	00000009	00001081	M		20010209		00000009
800	00000003	01	00000001	00001082	M		20010209		00000001
800	00000005	01	00000002	00001082	M		20010209		00000002
800	00000007	01	00000003	00001082	M		20010209		00000003
800	00000009	01	00000004	00001082	M		20010209		00000004
800	00000011	01	00000005	00001082	M		20010209		00000005
800	00000013	01	00000006	00001082	M		20010209		00000006
800	00000015	01	00000007	00001082	M		20010209		00000007
800	00000017	01	00000008	00001082	M		20010209		00000008
800	00000019	01	00000009	00001082	M		20010209		00000009
800	00000003	01	00000001	00001083	M		20010209		00000001
800	00000005	01	00000002	00001083	M		20010209		00000002
800	00000007	01	00000003	00001083	M		20010209		00000003
800	00000009	01	00000004	00001083	M		20010209		00000004
800	00000003	01	00000001	00001084	M		20010209		00000001
800	00000005	01	00000002	00001084	M		20010209		00000002
800	00000007	01	00000003	00001084	M		20010209		00000003
800	00000009	01	00000004	00001084	M		20010209		00000004
800	00000003	01	00000001	00001085	M		20010209		00000001
800	00000005	01	00000002	00001085	M		20010209		00000002
800	00000007	01	00000003	00001085	M		20010209		00000003
800	00000009	01	00000004	00001085	M		20010209		00000004
800	00000003	01	00000001	00001086	M		20010209		00000001
800	00000003	01	00000001	00001087	M		20010209		00000001
800	00000005	01	00000002	00001087	M		20010209		00000002
800	00000003	01	00000001	00001088	M		20010209		00000001
800	00000005	01	00000002	00001088	M		20010209		00000002
800	00000003	01	00000001	00001089	M		20010209		00000001
800	00000005	01	00000002	00001089	M		20010209		00000002
800	00000007	01	00000003	00001089	M		20010209		00000003
800	00000009	01	00000004	00001089	M		20010209		00000004
800	00000011	01	00000005	00001089	M		20010209		00000005
800	00000013	01	00000006	00001089	M		20010209		00000006
800	00000015	01	00000007	00001089	M		20010209		00000007
800	00000017	01	00000008	00001089	M		20010209		00000008
800	00000019	01	00000009	00001089	M		20010209		00000009
800	00000003	01	00000001	00001090	M		20010209		00000001
800	00000005	01	00000002	00001090	M		20010209		00000002
800	00000007	01	00000003	00001090	M		20010209		00000003
800	00000009	01	00000004	00001090	M		20010209		00000004
800	00000011	01	00000005	00001090	M		20010209		00000005
800	00000013	01	00000006	00001090	M		20010209		00000006
800	00000015	01	00000007	00001090	M		20010209		00000007
800	00000017	01	00000008	00001090	M		20010209		00000008
800	00000019	01	00000009	00001090	M		20010209		00000009
800	00000003	01	00000001	00001091	M		20010209		00000001
800	00000005	01	00000002	00001091	M		20010209		00000002
800	00000007	01	00000003	00001091	M		20010209		00000003
800	00000009	01	00000004	00001091	M		20010209		00000004
800	00000011	01	00000005	00001091	M		20010209		00000005
800	00000013	01	00000006	00001091	M		20010209		00000006
800	00000015	01	00000007	00001091	M		20010209		00000007
800	00000017	01	00000008	00001091	M		20010209		00000008
800	00000019	01	00000009	00001091	M		20010209		00000009
800	00000003	01	00000001	00001092	M		20010209		00000001
800	00000005	01	00000002	00001092	M		20010209		00000002
800	00000007	01	00000003	00001092	M		20010209		00000003
800	00000009	01	00000004	00001092	M		20010209		00000004
800	00000011	01	00000005	00001092	M		20010209		00000005
800	00000013	01	00000006	00001092	M		20010209		00000006
800	00000015	01	00000007	00001092	M		20010209		00000007
800	00000017	01	00000008	00001092	M		20010209		00000008
800	00000019	01	00000009	00001092	M		20010209		00000009
800	00000003	01	00000001	00001093	M		20010209		00000001
800	00000005	01	00000002	00001093	M		20010209		00000002
800	00000007	01	00000003	00001093	M		20010209		00000003
800	00000009	01	00000004	00001093	M		20010209		00000004
800	00000011	01	00000005	00001093	M		20010209		00000005
800	00000013	01	00000006	00001093	M		20010209		00000006
800	00000015	01	00000007	00001093	M		20010209		00000007
800	00000017	01	00000008	00001093	M		20010209		00000008
800	00000019	01	00000009	00001093	M		20010209		00000009
800	00000003	01	00000001	00001094	M		20010209		00000001
800	00000005	01	00000002	00001094	M		20010209		00000002
800	00000007	01	00000003	00001094	M		20010209		00000003
800	00000009	01	00000004	00001094	M		20010209		00000004
800	00000003	01	00000001	00001095	M		20010209		00000001
800	00000005	01	00000002	00001095	M		20010209		00000002
800	00000007	01	00000003	00001095	M		20010209		00000003
800	00000009	01	00000004	00001095	M		20010209		00000004
800	00000003	01	00000001	00001096	M		20010209		00000001
800	00000005	01	00000002	00001096	M		20010209		00000002
800	00000007	01	00000003	00001096	M		20010209		00000003
800	00000009	01	00000004	00001096	M		20010209		00000004
800	00000003	01	00000001	00001097	M		20010209		00000001
800	00000003	01	00000001	00001098	M		20010209		00000001
800	00000005	01	00000002	00001098	M		20010209		00000002
800	00000003	01	00000001	00001099	M		20010209		00000001
800	00000005	01	00000002	00001099	M		20010209		00000002
800	00000003	01	00000001	00001100	M		20010209		00000001
800	00000005	01	00000002	00001100	M		20010209		00000002
800	00000007	01	00000003	00001100	M		20010209		00000003
800	00000009	01	00000004	00001100	M		20010209		00000004
800	00000011	01	00000005	00001100	M		20010209		00000005
800	00000013	01	00000006	00001100	M		20010209		00000006
800	00000015	01	00000007	00001100	M		20010209		00000007
800	00000017	01	00000008	00001100	M		20010209		00000008
800	00000019	01	00000009	00001100	M		20010209		00000009
800	00000003	01	00000001	00001101	M		20010209		00000001
800	00000005	01	00000002	00001101	M		20010209		00000002
800	00000007	01	00000003	00001101	M		20010209		00000003
800	00000009	01	00000004	00001101	M		20010209		00000004
800	00000011	01	00000005	00001101	M		20010209		00000005
800	00000013	01	00000006	00001101	M		20010209		00000006
800	00000015	01	00000007	00001101	M		20010209		00000007
800	00000017	01	00000008	00001101	M		20010209		00000008
800	00000019	01	00000009	00001101	M		20010209		00000009
800	00000003	01	00000001	00001102	M		20010209		00000001
800	00000005	01	00000002	00001102	M		20010209		00000002
800	00000007	01	00000003	00001102	M		20010209		00000003
800	00000009	01	00000004	00001102	M		20010209		00000004
800	00000011	01	00000005	00001102	M		20010209		00000005
800	00000013	01	00000006	00001102	M		20010209		00000006
800	00000015	01	00000007	00001102	M		20010209		00000007
800	00000017	01	00000008	00001102	M		20010209		00000008
800	00000019	01	00000009	00001102	M		20010209		00000009
800	00000003	01	00000001	00001103	M		20010209		00000001
800	00000005	01	00000002	00001103	M		20010209		00000002
800	00000007	01	00000003	00001103	M		20010209		00000003
800	00000009	01	00000004	00001103	M		20010209		00000004
800	00000011	01	00000005	00001103	M		20010209		00000005
800	00000013	01	00000006	00001103	M		20010209		00000006
800	00000015	01	00000007	00001103	M		20010209		00000007
800	00000017	01	00000008	00001103	M		20010209		00000008
800	00000019	01	00000009	00001103	M		20010209		00000009
800	00000003	01	00000001	00001104	M		20010209		00000001
800	00000005	01	00000002	00001104	M		20010209		00000002
800	00000007	01	00000003	00001104	M		20010209		00000003
800	00000009	01	00000004	00001104	M		20010209		00000004
800	00000011	01	00000005	00001104	M		20010209		00000005
800	00000013	01	00000006	00001104	M		20010209		00000006
800	00000015	01	00000007	00001104	M		20010209		00000007
800	00000017	01	00000008	00001104	M		20010209		00000008
800	00000019	01	00000009	00001104	M		20010209		00000009
800	00000003	01	00000001	00001105	M		20010209		00000001
800	00000005	01	00000002	00001105	M		20010209		00000002
800	00000007	01	00000003	00001105	M		20010209		00000003
800	00000009	01	00000004	00001105	M		20010209		00000004
800	00000003	01	00000001	00001106	M		20010209		00000001
800	00000005	01	00000002	00001106	M		20010209		00000002
800	00000007	01	00000003	00001106	M		20010209		00000003
800	00000009	01	00000004	00001106	M		20010209		00000004
800	00000003	01	00000001	00001107	M		20010209		00000001
800	00000005	01	00000002	00001107	M		20010209		00000002
800	00000007	01	00000003	00001107	M		20010209		00000003
800	00000009	01	00000004	00001107	M		20010209		00000004
800	00000003	01	00000001	00001108	M		20010209		00000001
800	00000003	01	00000001	00001109	M		20010209		00000001
800	00000005	01	00000002	00001109	M		20010209		00000002
800	00000003	01	00000001	00001110	M		20010209		00000001
800	00000005	01	00000002	00001110	M		20010209		00000002
800	00000003	01	00000001	00001111	M		20010209		00000001
800	00000005	01	00000002	00001111	M		20010209		00000002
800	00000007	01	00000003	00001111	M		20010209		00000003
800	00000009	01	00000004	00001111	M		20010209		00000004
800	00000011	01	00000005	00001111	M		20010209		00000005
800	00000013	01	00000006	00001111	M		20010209		00000006
800	00000015	01	00000007	00001111	M		20010209		00000007
800	00000017	01	00000008	00001111	M		20010209		00000008
800	00000019	01	00000009	00001111	M		20010209		00000009
800	00000003	01	00000001	00001112	M		20010209		00000001
800	00000005	01	00000002	00001112	M		20010209		00000002
800	00000007	01	00000003	00001112	M		20010209		00000003
800	00000009	01	00000004	00001112	M		20010209		00000004
800	00000011	01	00000005	00001112	M		20010209		00000005
800	00000013	01	00000006	00001112	M		20010209		00000006
800	00000015	01	00000007	00001112	M		20010209		00000007
800	00000017	01	00000008	00001112	M		20010209		00000008
800	00000019	01	00000009	00001112	M		20010209		00000009
800	00000003	01	00000001	00001113	M		20010209		00000001
800	00000005	01	00000002	00001113	M		20010209		00000002
800	00000007	01	00000003	00001113	M		20010209		00000003
800	00000009	01	00000004	00001113	M		20010209		00000004
800	00000011	01	00000005	00001113	M		20010209		00000005
800	00000013	01	00000006	00001113	M		20010209		00000006
800	00000015	01	00000007	00001113	M		20010209		00000007
800	00000017	01	00000008	00001113	M		20010209		00000008
800	00000019	01	00000009	00001113	M		20010209		00000009
800	00000003	01	00000001	00001114	M		20010209		00000001
800	00000005	01	00000002	00001114	M		20010209		00000002
800	00000007	01	00000003	00001114	M		20010209		00000003
800	00000009	01	00000004	00001114	M		20010209		00000004
800	00000011	01	00000005	00001114	M		20010209		00000005
800	00000013	01	00000006	00001114	M		20010209		00000006
800	00000015	01	00000007	00001114	M		20010209		00000007
800	00000017	01	00000008	00001114	M		20010209		00000008
800	00000019	01	00000009	00001114	M		20010209		00000009
800	00000003	01	00000001	00001115	M		20010209		00000001
800	00000005	01	00000002	00001115	M		20010209		00000002
800	00000007	01	00000003	00001115	M		20010209		00000003
800	00000009	01	00000004	00001115	M		20010209		00000004
800	00000011	01	00000005	00001115	M		20010209		00000005
800	00000013	01	00000006	00001115	M		20010209		00000006
800	00000015	01	00000007	00001115	M		20010209		00000007
800	00000017	01	00000008	00001115	M		20010209		00000008
800	00000019	01	00000009	00001115	M		20010209		00000009
800	00000003	01	00000001	00001116	M		20010209		00000001
800	00000005	01	00000002	00001116	M		20010209		00000002
800	00000007	01	00000003	00001116	M		20010209		00000003
800	00000009	01	00000004	00001116	M		20010209		00000004
800	00000003	01	00000001	00001117	M		20010209		00000001
800	00000005	01	00000002	00001117	M		20010209		00000002
800	00000007	01	00000003	00001117	M		20010209		00000003
800	00000009	01	00000004	00001117	M		20010209		00000004
800	00000003	01	00000001	00001118	M		20010209		00000001
800	00000005	01	00000002	00001118	M		20010209		00000002
800	00000007	01	00000003	00001118	M		20010209		00000003
800	00000009	01	00000004	00001118	M		20010209		00000004
800	00000003	01	00000001	00001119	M		20010209		00000001
800	00000003	01	00000001	00001120	M		20010209		00000001
800	00000005	01	00000002	00001120	M		20010209		00000002
800	00000003	01	00000001	00001121	M		20010209		00000001
800	00000005	01	00000002	00001121	M		20010209		00000002
800	00000003	01	00000001	00001122	M		20010209		00000001
800	00000005	01	00000002	00001122	M		20010209		00000002
800	00000007	01	00000003	00001122	M		20010209		00000003
800	00000009	01	00000004	00001122	M		20010209		00000004
800	00000011	01	00000005	00001122	M		20010209		00000005
800	00000013	01	00000006	00001122	M		20010209		00000006
800	00000015	01	00000007	00001122	M		20010209		00000007
800	00000017	01	00000008	00001122	M		20010209		00000008
800	00000019	01	00000009	00001122	M		20010209		00000009
800	00000003	01	00000001	00001123	M		20010209		00000001
800	00000005	01	00000002	00001123	M		20010209		00000002
800	00000007	01	00000003	00001123	M		20010209		00000003
800	00000009	01	00000004	00001123	M		20010209		00000004
800	00000011	01	00000005	00001123	M		20010209		00000005
800	00000013	01	00000006	00001123	M		20010209		00000006
800	00000015	01	00000007	00001123	M		20010209		00000007
800	00000017	01	00000008	00001123	M		20010209		00000008
800	00000019	01	00000009	00001123	M		20010209		00000009
800	00000003	01	00000001	00001124	M		20010209		00000001
800	00000005	01	00000002	00001124	M		20010209		00000002
800	00000007	01	00000003	00001124	M		20010209		00000003
800	00000009	01	00000004	00001124	M		20010209		00000004
800	00000011	01	00000005	00001124	M		20010209		00000005
800	00000013	01	00000006	00001124	M		20010209		00000006
800	00000015	01	00000007	00001124	M		20010209		00000007
800	00000017	01	00000008	00001124	M		20010209		00000008
800	00000019	01	00000009	00001124	M		20010209		00000009
800	00000003	01	00000001	00001125	M		20010209		00000001
800	00000005	01	00000002	00001125	M		20010209		00000002
800	00000007	01	00000003	00001125	M		20010209		00000003
800	00000009	01	00000004	00001125	M		20010209		00000004
800	00000011	01	00000005	00001125	M		20010209		00000005
800	00000013	01	00000006	00001125	M		20010209		00000006
800	00000015	01	00000007	00001125	M		20010209		00000007
800	00000017	01	00000008	00001125	M		20010209		00000008
800	00000019	01	00000009	00001125	M		20010209		00000009
800	00000003	01	00000001	00001126	M		20010209		00000001
800	00000005	01	00000002	00001126	M		20010209		00000002
800	00000007	01	00000003	00001126	M		20010209		00000003
800	00000009	01	00000004	00001126	M		20010209		00000004
800	00000011	01	00000005	00001126	M		20010209		00000005
800	00000013	01	00000006	00001126	M		20010209		00000006
800	00000015	01	00000007	00001126	M		20010209		00000007
800	00000017	01	00000008	00001126	M		20010209		00000008
800	00000019	01	00000009	00001126	M		20010209		00000009
800	00000003	01	00000001	00001127	M		20010209		00000001
800	00000005	01	00000002	00001127	M		20010209		00000002
800	00000007	01	00000003	00001127	M		20010209		00000003
800	00000009	01	00000004	00001127	M		20010209		00000004
800	00000003	01	00000001	00001128	M		20010209		00000001
800	00000005	01	00000002	00001128	M		20010209		00000002
800	00000007	01	00000003	00001128	M		20010209		00000003
800	00000009	01	00000004	00001128	M		20010209		00000004
800	00000003	01	00000001	00001129	M		20010209		00000001
800	00000005	01	00000002	00001129	M		20010209		00000002
800	00000007	01	00000003	00001129	M		20010209		00000003
800	00000009	01	00000004	00001129	M		20010209		00000004
800	00000003	01	00000001	00001130	M		20010209		00000001
800	00000003	01	00000001	00001131	M		20010209		00000001
800	00000005	01	00000002	00001131	M		20010209		00000002
