MANDT	MATNR	STLAL	STLAN	STLNR	WERKS	CSLTY	LOSBS	LOSVN
800	PPP20-1-192	01	1	00003636	1100		0	0
800	PPP20-1-203D	01	1	00003407	1100		0	0
800	PPP20-CR	01	1	00003679	1100		0	0
800	PPP98-1-182	01	1	00003174	1100		0	0
800	PPP99-1-182	01	1	00003173	1100		0	0
800	PQR-100	01	1	00001420	3100		0	0
800	PROD01	01	1	00003508	1000		0	0
800	PROD01	01	1	00003465	3000		0	0
800	PROD02	01	1	00003509	1000		0	0
800	PROD02	01	1	00003466	3000		0	0
800	PROD03	01	1	00003510	1000		0	0
800	PROD03	01	1	00003467	3000		0	0
800	PROD04	01	1	00003511	1000		0	0
800	PROD04	01	1	00003468	3000		0	0
800	PROD05	01	1	00003512	1000		0	0
800	PROD05	01	1	00003469	3000		0	0
800	PROD06	01	1	00003513	1000		0	0
800	PROD06	01	1	00003470	3000		0	0
800	PROD104	01	1	00003612	1200		0	0
800	PROD104	01	1	00003611	3000		0	0
800	PROD105	01	1	00003523	1200		0	0
800	PROD105	01	1	00003525	3000		0	0
800	PROD108	01	1	00003655	1200		0	0
800	PROD108	01	1	00003650	3000		0	0
800	PROD109	01	1	00003637	3000		0	0
800	PROD20	01	1	00003506	1000		0	0
800	PROD20	01	1	00003503	3000		0	0
800	PROD21	01	1	00003505	1000		0	0
800	PROD21	01	1	00003504	3000		0	0
800	PROD31	01	1	00003518	1000		0	0
800	PROD31	01	1	00003519	1100		0	0
800	PROD31	01	1	00003476	3000		0	0
800	PROD31	01	1	00003477	3100		0	0
800	PROD32	01	1	00003520	1100		0	0
800	PROD32	01	1	00003478	3100		0	0
800	PROD33	01	1	00003521	1000		0	0
800	PROD33	01	1	00003522	1100		0	0
800	PROD33	01	1	00003480	3000		0	0
800	PROD33	01	1	00003479	3100		0	0
800	PROD40	01	1	00003486	1000		0	0
800	PROD40	01	1	00003481	3000		0	0
800	PVC-200	01	1	00000230	1100		0	0
800	QS300	01	1	00002394	1000		0	0
800	QS301	01	1	00002395	1000		0	0
800	QS302	01	1	00002396	1000		0	0
800	R-1000	01	1	00000112	1200		0	0
800	R-1000	02	1	00000112	1200		0	0
800	R-1000	01	1	00000112	2300		0	0
800	R-1000	01	1	00000112	3200		0	0
800	R-1000C	01	1	00000148	1200		0	0
800	R-1000C	01	1	00000148	3200		0	0
800	R-1000C	01	1	00000148	3800		0	0
800	R-1001	01	1	00000350	1200		0	0
800	R-1001	01	1	00000350	2300		0	0
800	R-1001	01	1	00000350	3200		0	0
800	R-1001	02	1	00000350	3200		0	0
800	R-1002	01	1	00000308	1200		0	0
800	R-1002	01	1	00000308	2300		0	0
800	R-1002	01	1	00000308	3200		0	0
800	R-1003	01	1	00000587	1200		0	0
800	R-1003	01	1	00000587	2300		0	0
800	R-1003	01	1	00000587	3200		0	0
800	R-1004	01	1	00000588	1200		0	0
800	R-1004	01	1	00000588	2300		0	0
800	R-1004	01	1	00000588	3200		0	0
800	R-1004-10	01	1	00001430	3200		0	0
800	R-1004-20	01	1	00001431	3200		0	0
800	R-1004-30	01	1	00001432	3200		0	0
800	R-1004-40	01	1	00001433	3200		0	0
800	R-1005	01	1	00002716	3200		0	0
800	R-1007	01	1	00002871	3200		0	0
800	R-1008	01	1	00001199	1200		0	0
800	R-1008	01	1	00001199	2300		0	0
800	R-1010	01	1	00001421	3200		0	0
800	R-1110	01	1	00000115	1200		0	0
800	R-1110	02	1	00000115	1200		0	0
800	R-1110	01	1	00000116	3200		0	0
800	R-1111	01	1	00000110	1200		0	0
800	R-1111	01	1	00000120	3200		0	0
800	R-1112	01	1	00000323	1200		0	0
800	R-1112	01	1	00001200	3200		0	0
800	R-1112F	01	1	00002869	3200		0	0
800	R-1113C	01	1	00000342	1200		0	0
800	R-1113C	01	1	00000362	3200		0	0
800	R-1180C	01	1	00000340	1200		0	0
800	R-1180C	01	1	00000340	2300		0	0
800	R-1180C	01	1	00000361	3200		0	0
800	R-1190C	01	1	00000341	1200		0	0
800	R-1190C	01	1	00000363	3200		0	0
800	R-1190F	01	1	00002870	3000		0	0
800	R-1240	01	1	00000111	1200		0	0
800	R-1240	01	1	00000114	3200		0	0
800	R-1310	01	1	00000149	1000		0	0
800	R-1310	01	1	00000242	3000		0	0
800	R-1385	01	1	00000288	1200		0	0
800	R-1385	01	1	00000287	3200		0	0
800	R-3007	01	1	00002845	3200		0	0
800	R-3008	01	1	00002941	3200		0	0
800	R-4000	01	1	00000437	1200		0	0
800	R-4050	01	1	00000436	1200		0	0
800	R-5000	02	1	00000436	1200		0	0
800	R-5000	01	1	00000371	3000		0	0
800	R-5000	01	1	00000382	3200		0	0
800	R-5001	01	1	00000372	3000		0	0
800	R-5001	01	1	00000381	3200		0	0
800	R-5002	01	1	00000373	3000		0	0
800	R-5002	01	1	00000380	3200		0	0
800	R-5003	01	1	00000374	3000		0	0
800	R-5003	01	1	00000379	3200		0	0
800	R-B100	01	1	00001848	1000		0	0
800	R-B100S	01	1	00003071	1000		0	0
800	R-B101	01	1	00001854	1000		0	0
800	R-B102	01	1	00001860	1000		0	0
800	R-B103	01	1	00001866	1000		0	0
800	R-B104	01	1	00001872	1000		0	0
800	R-B105	01	1	00001878	1000		0	0
800	R-B106	01	1	00001884	1000		0	0
800	R-B107	01	1	00001890	1000		0	0
800	R-B108	01	1	00001896	1000		0	0
800	R-B109	01	1	00001902	1000		0	0
800	R-B110	01	1	00001908	1000		0	0
800	R-B111	01	1	00001914	1000		0	0
800	R-B112	01	1	00001920	1000		0	0
800	R-B113	01	1	00001926	1000		0	0
800	R-B114	01	1	00001932	1000		0	0
800	R-B115	01	1	00001938	1000		0	0
800	R-B116	01	1	00001944	1000		0	0
800	R-B117	01	1	00001950	1000		0	0
800	R-B118	01	1	00001956	1000		0	0
800	R-B119	01	1	00001962	1000		0	0
800	R-B120	01	1	00001968	1000		0	0
800	R-B121	01	1	00001974	1000		0	0
800	R-B122	01	1	00001980	1000		0	0
800	R-B123	01	1	00001986	1000		0	0
800	R-B124	01	1	00001992	1000		0	0
800	R-B125	01	1	00001998	1000		0	0
800	R-B126	01	1	00002004	1000		0	0
800	R-B127	01	1	00002010	1000		0	0
800	R-B128	01	1	00002016	1000		0	0
800	R-B129	01	1	00002022	1000		0	0
800	R-B130	01	1	00002028	1000		0	0
800	R-B199	01	1	00001442	1000		0	0
800	R-B200	01	1	00001849	1000		0	0
800	R-B200	01	1	00001850	1100		0	0
800	R-B200S	01	1	00003072	1000		0	0
800	R-B201	01	1	00001855	1000		0	0
800	R-B201	01	1	00001856	1100		0	0
800	R-B202	01	1	00001861	1000		0	0
800	R-B202	01	1	00001862	1100		0	0
800	R-B203	01	1	00001867	1000		0	0
800	R-B203	01	1	00001868	1100		0	0
800	R-B204	01	1	00001873	1000		0	0
800	R-B204	01	1	00001874	1100		0	0
800	R-B205	01	1	00001879	1000		0	0
800	R-B205	01	1	00001880	1100		0	0
800	R-B206	01	1	00001885	1000		0	0
800	R-B206	01	1	00001886	1100		0	0
800	R-B207	01	1	00001891	1000		0	0
800	R-B207	01	1	00001892	1100		0	0
800	R-B208	01	1	00001897	1000		0	0
800	R-B208	01	1	00001898	1100		0	0
800	R-B209	01	1	00001903	1000		0	0
800	R-B209	01	1	00001904	1100		0	0
800	R-B210	01	1	00001909	1000		0	0
800	R-B210	01	1	00001910	1100		0	0
800	R-B211	01	1	00001915	1000		0	0
800	R-B211	01	1	00001916	1100		0	0
800	R-B212	01	1	00001921	1000		0	0
800	R-B212	01	1	00001922	1100		0	0
800	R-B213	01	1	00001927	1000		0	0
800	R-B213	01	1	00001928	1100		0	0
800	R-B214	01	1	00001933	1000		0	0
800	R-B214	01	1	00001934	1100		0	0
800	R-B215	01	1	00001939	1000		0	0
800	R-B215	01	1	00001940	1100		0	0
800	R-B216	01	1	00001945	1000		0	0
800	R-B216	01	1	00001946	1100		0	0
800	R-B217	01	1	00001951	1000		0	0
800	R-B217	01	1	00001952	1100		0	0
800	R-B218	01	1	00001957	1000		0	0
800	R-B218	01	1	00001958	1100		0	0
800	R-B219	01	1	00001963	1000		0	0
800	R-B219	01	1	00001964	1100		0	0
800	R-B220	01	1	00001969	1000		0	0
800	R-B220	01	1	00001970	1100		0	0
800	R-B2200	01	1	00002627	1000		0	0
800	R-B2201	01	1	00002629	1000		0	0
800	R-B2202	01	1	00002631	1000		0	0
800	R-B2203	01	1	00002633	1000		0	0
800	R-B2204	01	1	00002635	1000		0	0
800	R-B2205	01	1	00002637	1000		0	0
800	R-B2206	01	1	00002639	1000		0	0
800	R-B2207	01	1	00002641	1000		0	0
800	R-B2208	01	1	00002643	1000		0	0
800	R-B2209	01	1	00002645	1000		0	0
800	R-B221	01	1	00001975	1000		0	0
800	R-B221	01	1	00001976	1100		0	0
800	R-B2210	01	1	00002647	1000		0	0
800	R-B2211	01	1	00002649	1000		0	0
800	R-B2212	01	1	00002651	1000		0	0
800	R-B2213	01	1	00002653	1000		0	0
800	R-B2214	01	1	00002655	1000		0	0
800	R-B2215	01	1	00002657	1000		0	0
800	R-B2216	01	1	00002659	1000		0	0
800	R-B2217	01	1	00002661	1000		0	0
800	R-B2218	01	1	00002663	1000		0	0
800	R-B2219	01	1	00002665	1000		0	0
800	R-B222	01	1	00001981	1000		0	0
800	R-B222	01	1	00001982	1100		0	0
800	R-B2220	01	1	00002667	1000		0	0
800	R-B2221	01	1	00002669	1000		0	0
800	R-B2222	01	1	00002671	1000		0	0
800	R-B2223	01	1	00002673	1000		0	0
800	R-B2224	01	1	00002675	1000		0	0
800	R-B2225	01	1	00002677	1000		0	0
800	R-B223	01	1	00001987	1000		0	0
800	R-B223	01	1	00001988	1100		0	0
800	R-B224	01	1	00001993	1000		0	0
800	R-B224	01	1	00001994	1100		0	0
800	R-B225	01	1	00001999	1000		0	0
800	R-B225	01	1	00002000	1100		0	0
800	R-B226	01	1	00002005	1000		0	0
800	R-B226	01	1	00002006	1100		0	0
800	R-B227	01	1	00002011	1000		0	0
800	R-B227	01	1	00002012	1100		0	0
800	R-B228	01	1	00002017	1000		0	0
800	R-B228	01	1	00002018	1100		0	0
800	R-B229	01	1	00002023	1000		0	0
800	R-B229	01	1	00002024	1100		0	0
800	R-B230	01	1	00002029	1000		0	0
800	R-B230	01	1	00002030	1100		0	0
800	R-B299	01	1	00001446	1000		0	0
800	R-B299	01	1	00001447	1100		0	0
800	R-B300	01	1	00001851	1000		0	0
800	R-B300S	01	1	00003073	1000		0	0
800	R-B301	01	1	00001857	1000		0	0
800	R-B302	01	1	00001863	1000		0	0
800	R-B303	01	1	00001869	1000		0	0
800	R-B304	01	1	00001875	1000		0	0
800	R-B305	01	1	00001881	1000		0	0
800	R-B306	01	1	00001887	1000		0	0
800	R-B307	01	1	00001893	1000		0	0
800	R-B308	01	1	00001899	1000		0	0
800	R-B309	01	1	00001905	1000		0	0
800	R-B310	01	1	00001911	1000		0	0
800	R-B311	01	1	00001917	1000		0	0
800	R-B312	01	1	00001923	1000		0	0
800	R-B313	01	1	00001929	1000		0	0
800	R-B314	01	1	00001935	1000		0	0
800	R-B315	01	1	00001941	1000		0	0
800	R-B316	01	1	00001947	1000		0	0
800	R-B317	01	1	00001953	1000		0	0
800	R-B318	01	1	00001959	1000		0	0
800	R-B319	01	1	00001965	1000		0	0
800	R-B320	01	1	00001971	1000		0	0
800	R-B321	01	1	00001977	1000		0	0
800	R-B322	01	1	00001983	1000		0	0
800	R-B323	01	1	00001989	1000		0	0
800	R-B324	01	1	00001995	1000		0	0
800	R-B325	01	1	00002001	1000		0	0
800	R-B326	01	1	00002007	1000		0	0
800	R-B327	01	1	00002013	1000		0	0
800	R-B328	01	1	00002019	1000		0	0
800	R-B329	01	1	00002025	1000		0	0
800	R-B330	01	1	00002031	1000		0	0
800	R-B399	01	1	00001445	1000		0	0
800	R-B400	01	1	00001852	1000		0	0
800	R-B400S	01	1	00003074	1000		0	0
800	R-B401	01	1	00001858	1000		0	0
800	R-B402	01	1	00001864	1000		0	0
800	R-B403	01	1	00001870	1000		0	0
800	R-B404	01	1	00001876	1000		0	0
800	R-B405	01	1	00001882	1000		0	0
800	R-B406	01	1	00001888	1000		0	0
800	R-B407	01	1	00001894	1000		0	0
800	R-B408	01	1	00001900	1000		0	0
800	R-B409	01	1	00001906	1000		0	0
800	R-B410	01	1	00001912	1000		0	0
800	R-B411	01	1	00001918	1000		0	0
800	R-B412	01	1	00001924	1000		0	0
800	R-B413	01	1	00001930	1000		0	0
800	R-B414	01	1	00001936	1000		0	0
800	R-B415	01	1	00001942	1000		0	0
800	R-B416	01	1	00001948	1000		0	0
800	R-B417	01	1	00001954	1000		0	0
800	R-B418	01	1	00001960	1000		0	0
800	R-B419	01	1	00001966	1000		0	0
800	R-B420	01	1	00001972	1000		0	0
800	R-B421	01	1	00001978	1000		0	0
800	R-B422	01	1	00001984	1000		0	0
800	R-B423	01	1	00001990	1000		0	0
800	R-B424	01	1	00001996	1000		0	0
800	R-B425	01	1	00002002	1000		0	0
800	R-B426	01	1	00002008	1000		0	0
800	R-B427	01	1	00002014	1000		0	0
800	R-B428	01	1	00002020	1000		0	0
800	R-B429	01	1	00002026	1000		0	0
800	R-B430	01	1	00002032	1000		0	0
800	R-B499	01	1	00001444	1000		0	0
800	R-F100	01	1	00001847	1000		0	0
800	R-F100S	01	1	00003070	1000		0	0
800	R-F101	01	1	00001853	1000		0	0
800	R-F102	01	1	00001859	1000		0	0
800	R-F103	01	1	00001865	1000		0	0
800	R-F104	01	1	00001871	1000		0	0
800	R-F105	01	1	00001877	1000		0	0
800	R-F106	01	1	00001883	1000		0	0
800	R-F107	01	1	00001889	1000		0	0
800	R-F108	01	1	00001895	1000		0	0
800	R-F109	01	1	00001901	1000		0	0
800	R-F110	01	1	00001907	1000		0	0
800	R-F111	01	1	00001913	1000		0	0
800	R-F112	01	1	00001919	1000		0	0
800	R-F113	01	1	00001925	1000		0	0
800	R-F114	01	1	00001931	1000		0	0
800	R-F115	01	1	00001937	1000		0	0
800	R-F116	01	1	00001943	1000		0	0
800	R-F117	01	1	00001949	1000		0	0
800	R-F118	01	1	00001955	1000		0	0
800	R-F119	01	1	00001961	1000		0	0
800	R-F120	01	1	00001967	1000		0	0
800	R-F121	01	1	00001973	1000		0	0
800	R-F122	01	1	00001979	1000		0	0
800	R-F123	01	1	00001985	1000		0	0
800	R-F124	01	1	00001991	1000		0	0
800	R-F125	01	1	00001997	1000		0	0
800	R-F126	01	1	00002003	1000		0	0
800	R-F127	01	1	00002009	1000		0	0
800	R-F128	01	1	00002015	1000		0	0
800	R-F129	01	1	00002021	1000		0	0
800	R-F130	01	1	00002027	1000		0	0
800	R-F199	01	1	00001437	1000		0	0
800	R-F200	01	1	00002626	1000		0	0
800	R-F201	01	1	00002628	1000		0	0
800	R-F202	01	1	00002630	1000		0	0
800	R-F203	01	1	00002632	1000		0	0
800	R-F204	01	1	00002634	1000		0	0
800	R-F205	01	1	00002636	1000		0	0
800	R-F206	01	1	00002638	1000		0	0
800	R-F207	01	1	00002640	1000		0	0
800	R-F208	01	1	00002642	1000		0	0
800	R-F209	01	1	00002644	1000		0	0
800	R-F210	01	1	00002646	1000		0	0
800	R-F211	01	1	00002648	1000		0	0
800	R-F212	01	1	00002650	1000		0	0
800	R-F213	01	1	00002652	1000		0	0
800	R-F214	01	1	00002654	1000		0	0
800	R-F215	01	1	00002656	1000		0	0
800	R-F216	01	1	00002658	1000		0	0
800	R-F217	01	1	00002660	1000		0	0
800	R-F218	01	1	00002662	1000		0	0
800	R-F219	01	1	00002664	1000		0	0
800	R-F220	01	1	00002666	1000		0	0
800	R-F221	01	1	00002668	1000		0	0
800	R-F222	01	1	00002670	1000		0	0
800	R-F223	01	1	00002672	1000		0	0
800	R-F224	01	1	00002674	1000		0	0
800	R-F225	01	1	00002676	1000		0	0
800	R-FA00	01	1	00002505	1000		0	0
800	R-FA01	01	1	00002506	1000		0	0
800	R-FA02	01	1	00002507	1000		0	0
800	R-FA03	01	1	00002508	1000		0	0
800	R-FA04	01	1	00002509	1000		0	0
800	R-FA05	01	1	00002510	1000		0	0
800	R-FA06	01	1	00002511	1000		0	0
800	R-FA07	01	1	00002512	1000		0	0
800	R-FA08	01	1	00002513	1000		0	0
800	R-FA09	01	1	00002514	1000		0	0
800	R-FA10	01	1	00002515	1000		0	0
800	R-FA11	01	1	00002516	1000		0	0
800	R-FA12	01	1	00002517	1000		0	0
800	R-FA13	01	1	00002518	1000		0	0
800	R-FA14	01	1	00002519	1000		0	0
800	R-FA15	01	1	00002520	1000		0	0
800	R-FA16	01	1	00002521	1000		0	0
800	R-FA17	01	1	00002522	1000		0	0
800	R-FA18	01	1	00002523	1000		0	0
800	R-FA19	01	1	00002524	1000		0	0
800	R-FA20	01	1	00002525	1000		0	0
800	R-FA21	01	1	00002526	1000		0	0
800	R-FA22	01	1	00002527	1000		0	0
800	R-FA23	01	1	00002528	1000		0	0
800	R-FA24	01	1	00002529	1000		0	0
800	R-FA25	01	1	00002530	1000		0	0
800	R-FA26	01	1	00002531	1000		0	0
800	R-FA27	01	1	00002532	1000		0	0
800	R-FA28	01	1	00002533	1000		0	0
800	R-FA29	01	1	00002534	1000		0	0
800	R-FA30	01	1	00002470	1000		0	0
800	R-FA31	01	1	00002469	1000		0	0
800	R203	01	1	00003361	1100		0	0
800	RADAR-1	01	1	00003153	1100		0	0
800	RCPP-01	01	1	00002936	1000		0	0
800	RESP001	01	1	00002854	3100		0	0
800	RFID_PO_MAT1	01	1	00003061	1000		0	0
800	RJW-101	01	1	00002303	3000		0	0
800	RJW-108	01	1	00002302	3000		0	0
800	RJW-227	01	1	00002304	3000		0	0
800	RJW-327	01	1	00002297	3000		0	0
800	RX_5000	01	1	00002970	1000		0	0
800	RX_5100	01	1	00002971	1000		0	0
800	S-1002	01	1	00001369	3200		0	0
800	SC-103	01	1	00001400	3000		0	0
800	SCM310	01	1	00002569	1000		0	0
800	SCRM_101	01	1	00003686	3000		0	0
800	SFG-01	01	1	00003626	3000		0	0
800	SFG-02	01	1	00003627	3000		0	0
800	ST-1	01	1	00003404	1100		0	0
800	SYS-9000	01	1	00003625	3000		0	0
800	T-100	01	1	00002815	3000		0	0
800	T-22225	01	1	00000575	1000		0	0
800	T-22225-T	01	1	00000573	1000		0	0
800	T-227	01	1	00001424	3000		0	0
800	T-22700	01	1	00001402	3000		0	0
800	T-A	01	1	00000451	1000		0	0
800	T-APO	01	1	00001318	1000		0	0
800	T-APO-300	01	1	00001319	1000		0	0
800	T-AQ300	01	1	00002428	1200		0	0
800	T-AQ301	01	1	00002429	1200		0	0
800	T-AQ302	01	1	00002430	1200		0	0
800	T-AQ303	01	1	00002431	1200		0	0
800	T-AQ304	01	1	00002432	1200		0	0
800	T-AQ305	01	1	00002433	1200		0	0
800	T-AQ306	01	1	00002434	1200		0	0
800	T-AQ307	01	1	00002435	1200		0	0
800	T-AQ308	01	1	00002436	1200		0	0
800	T-AQ309	01	1	00002437	1200		0	0
800	T-AQ310	01	1	00002438	1200		0	0
800	T-AQ311	01	1	00002439	1200		0	0
800	T-AQ312	01	1	00002440	1200		0	0
800	T-AQ313	01	1	00002441	1200		0	0
800	T-AQ314	01	1	00002442	1200		0	0
800	T-AQ315	01	1	00002443	1200		0	0
800	T-AQ316	01	1	00002444	1200		0	0
800	T-AQ317	01	1	00002445	1200		0	0
800	T-AQ318	01	1	00002446	1200		0	0
800	T-AQ319	01	1	00002447	1200		0	0
800	T-AQ320	01	1	00002448	1200		0	0
800	T-AQ321	01	1	00002449	1200		0	0
800	T-AQ322	01	1	00002450	1200		0	0
800	T-AQ323	01	1	00002451	1200		0	0
800	T-AQ324	01	1	00002452	1200		0	0
800	T-AQ325	01	1	00002453	1200		0	0
800	T-AQ326	01	1	00002454	1200		0	0
800	T-AQ327	01	1	00002455	1200		0	0
800	T-AQ328	01	1	00002456	1200		0	0
800	T-AQ329	01	1	00002457	1200		0	0
800	T-AQ330	01	1	00002458	1200		0	0
800	T-AQ399	01	1	00002391	1200		0	0
800	T-B100	01	1	00000602	1000		0	0
800	T-B1000	01	1	00000918	1200		0	0
800	T-B1001	01	1	00000929	1200		0	0
800	T-B1002	01	1	00000940	1200		0	0
800	T-B1003	01	1	00000951	1200		0	0
800	T-B1004	01	1	00000962	1200		0	0
800	T-B1005	01	1	00000973	1200		0	0
800	T-B1006	01	1	00000984	1200		0	0
800	T-B1007	01	1	00000995	1200		0	0
800	T-B1008	01	1	00001006	1200		0	0
800	T-B1009	01	1	00001017	1200		0	0
800	T-B101	01	1	00000608	1000		0	0
800	T-B1010	01	1	00001028	1200		0	0
800	T-B1011	01	1	00001039	1200		0	0
800	T-B1012	01	1	00001050	1200		0	0
800	T-B1013	01	1	00001061	1200		0	0
800	T-B1014	01	1	00001072	1200		0	0
800	T-B1015	01	1	00001083	1200		0	0
800	T-B1016	01	1	00001094	1200		0	0
800	T-B1017	01	1	00001105	1200		0	0
800	T-B1018	01	1	00001116	1200		0	0
800	T-B1019	01	1	00001127	1200		0	0
800	T-B102	01	1	00000614	1000		0	0
800	T-B1020	01	1	00001138	1200		0	0
800	T-B1021	01	1	00001149	1200		0	0
800	T-B1022	01	1	00001160	1200		0	0
800	T-B1023	01	1	00001171	1200		0	0
800	T-B1024	01	1	00001182	1200		0	0
800	T-B1025	01	1	00001193	1200		0	0
800	T-B1026	01	1	00001268	1200		0	0
800	T-B1027	01	1	00001279	1200		0	0
800	T-B1028	01	1	00001290	1200		0	0
800	T-B1029	01	1	00001301	1200		0	0
800	T-B103	01	1	00000620	1000		0	0
800	T-B1030	01	1	00001312	1200		0	0
800	T-B104	01	1	00000626	1000		0	0
800	T-B105	01	1	00000632	1000		0	0
800	T-B106	01	1	00000638	1000		0	0
800	T-B107	01	1	00000644	1000		0	0
800	T-B108	01	1	00000650	1000		0	0
800	T-B109	01	1	00000656	1000		0	0
800	T-B110	01	1	00000662	1000		0	0
800	T-B1100	01	1	00000920	1200		0	0
800	T-B1101	01	1	00000931	1200		0	0
800	T-B1102	01	1	00000942	1200		0	0
800	T-B1103	01	1	00000953	1200		0	0
800	T-B1104	01	1	00000964	1200		0	0
800	T-B1105	01	1	00000975	1200		0	0
800	T-B1106	01	1	00000986	1200		0	0
800	T-B1107	01	1	00000997	1200		0	0
800	T-B1108	01	1	00001008	1200		0	0
800	T-B1109	01	1	00001019	1200		0	0
800	T-B111	01	1	00000668	1000		0	0
800	T-B1110	01	1	00001030	1200		0	0
800	T-B1111	01	1	00001041	1200		0	0
800	T-B1112	01	1	00001052	1200		0	0
800	T-B1113	01	1	00001063	1200		0	0
800	T-B1114	01	1	00001074	1200		0	0
800	T-B1115	01	1	00001085	1200		0	0
800	T-B1116	01	1	00001096	1200		0	0
800	T-B1117	01	1	00001107	1200		0	0
800	T-B1118	01	1	00001118	1200		0	0
800	T-B1119	01	1	00001129	1200		0	0
800	T-B112	01	1	00000674	1000		0	0
800	T-B1120	01	1	00001140	1200		0	0
800	T-B1121	01	1	00001151	1200		0	0
800	T-B1122	01	1	00001162	1200		0	0
800	T-B1123	01	1	00001173	1200		0	0
800	T-B1124	01	1	00001184	1200		0	0
800	T-B1125	01	1	00001195	1200		0	0
800	T-B1126	01	1	00001270	1200		0	0
800	T-B1127	01	1	00001281	1200		0	0
800	T-B1128	01	1	00001292	1200		0	0
800	T-B1129	01	1	00001303	1200		0	0
800	T-B113	01	1	00000680	1000		0	0
800	T-B1130	01	1	00001314	1200		0	0
800	T-B114	01	1	00000686	1000		0	0
800	T-B115	01	1	00000692	1000		0	0
800	T-B116	01	1	00000698	1000		0	0
800	T-B117	01	1	00000704	1000		0	0
800	T-B118	01	1	00000710	1000		0	0
800	T-B119	01	1	00000716	1000		0	0
800	T-B120	01	1	00000722	1000		0	0
800	T-B1200	01	1	00000919	1200		0	0
800	T-B1201	01	1	00000930	1200		0	0
800	T-B1202	01	1	00000941	1200		0	0
800	T-B1203	01	1	00000952	1200		0	0
800	T-B1204	01	1	00000963	1200		0	0
800	T-B1205	01	1	00000974	1200		0	0
800	T-B1206	01	1	00000985	1200		0	0
800	T-B1207	01	1	00000996	1200		0	0
800	T-B1208	01	1	00001007	1200		0	0
800	T-B1209	01	1	00001018	1200		0	0
800	T-B121	01	1	00000728	1000		0	0
800	T-B1210	01	1	00001029	1200		0	0
800	T-B1211	01	1	00001040	1200		0	0
800	T-B1212	01	1	00001051	1200		0	0
800	T-B1213	01	1	00001062	1200		0	0
800	T-B1214	01	1	00001073	1200		0	0
800	T-B1215	01	1	00001084	1200		0	0
800	T-B1216	01	1	00001095	1200		0	0
800	T-B1217	01	1	00001106	1200		0	0
800	T-B1218	01	1	00001117	1200		0	0
800	T-B1219	01	1	00001128	1200		0	0
800	T-B122	01	1	00000734	1000		0	0
800	T-B1220	01	1	00001139	1200		0	0
800	T-B1221	01	1	00001150	1200		0	0
800	T-B1222	01	1	00001161	1200		0	0
800	T-B1223	01	1	00001172	1200		0	0
800	T-B1224	01	1	00001183	1200		0	0
800	T-B1225	01	1	00001194	1200		0	0
800	T-B1226	01	1	00001269	1200		0	0
800	T-B1227	01	1	00001280	1200		0	0
800	T-B1228	01	1	00001291	1200		0	0
800	T-B1229	01	1	00001302	1200		0	0
800	T-B123	01	1	00000740	1000		0	0
800	T-B1230	01	1	00001313	1200		0	0
800	T-B124	01	1	00000746	1000		0	0
800	T-B125	01	1	00000752	1000		0	0
800	T-B126	01	1	00001211	1000		0	0
800	T-B127	01	1	00001217	1000		0	0
800	T-B128	01	1	00001223	1000		0	0
800	T-B129	01	1	00001229	1000		0	0
800	T-B130	01	1	00001205	1000		0	0
800	T-B200	01	1	00000603	1000		0	0
800	T-B201	01	1	00000609	1000		0	0
800	T-B202	01	1	00000615	1000		0	0
800	T-B203	01	1	00000621	1000		0	0
800	T-B204	01	1	00000627	1000		0	0
800	T-B205	01	1	00000633	1000		0	0
800	T-B206	01	1	00000639	1000		0	0
800	T-B207	01	1	00000645	1000		0	0
800	T-B208	01	1	00000651	1000		0	0
800	T-B209	01	1	00000657	1000		0	0
800	T-B210	01	1	00000663	1000		0	0
800	T-B211	01	1	00000669	1000		0	0
800	T-B212	01	1	00000675	1000		0	0
800	T-B213	01	1	00000681	1000		0	0
800	T-B214	01	1	00000687	1000		0	0
800	T-B215	01	1	00000693	1000		0	0
800	T-B216	01	1	00000699	1000		0	0
800	T-B217	01	1	00000705	1000		0	0
800	T-B218	01	1	00000711	1000		0	0
800	T-B219	01	1	00000717	1000		0	0
800	T-B220	01	1	00000723	1000		0	0
800	T-B2200	01	1	00000759	1000		0	0
800	T-B2201	01	1	00000765	1000		0	0
800	T-B2202	01	1	00000771	1000		0	0
800	T-B2203	01	1	00000777	1000		0	0
800	T-B2204	01	1	00000783	1000		0	0
800	T-B2205	01	1	00000789	1000		0	0
800	T-B2206	01	1	00000795	1000		0	0
800	T-B2207	01	1	00000801	1000		0	0
800	T-B2208	01	1	00000807	1000		0	0
800	T-B2209	01	1	00000813	1000		0	0
800	T-B221	01	1	00000729	1000		0	0
800	T-B2210	01	1	00000819	1000		0	0
800	T-B2211	01	1	00000825	1000		0	0
800	T-B2212	01	1	00000831	1000		0	0
800	T-B2213	01	1	00000837	1000		0	0
800	T-B2214	01	1	00000843	1000		0	0
800	T-B2215	01	1	00000849	1000		0	0
800	T-B2216	01	1	00000855	1000		0	0
800	T-B2217	01	1	00000861	1000		0	0
800	T-B2218	01	1	00000867	1000		0	0
800	T-B2219	01	1	00000873	1000		0	0
800	T-B222	01	1	00000735	1000		0	0
800	T-B2220	01	1	00000879	1000		0	0
800	T-B2221	01	1	00000885	1000		0	0
800	T-B2222	01	1	00000891	1000		0	0
800	T-B2223	01	1	00000897	1000		0	0
