MANDT	STKOZ	STLAL	STLNR	STLTY	BMEIN	BMENG	DATUV	LKENZ	LOEKZ	STLST	VGKZL
800	00000001	01	00000774	M	ST	1	20010201			01	00000000
800	00000001	01	00000775	M	ST	1	20010201			01	00000000
800	00000001	01	00000776	M	ST	1	20010201			01	00000000
800	00000001	01	00000777	M	ST	1	20010201			01	00000000
800	00000001	01	00000778	M	ST	1	20010201			01	00000000
800	00000001	01	00000779	M	ST	1	20010201			01	00000000
800	00000001	01	00000780	M	ST	1	20010201			01	00000000
800	00000001	01	00000781	M	ST	1	20010201			01	00000000
800	00000001	01	00000782	M	ST	1	20010201			01	00000000
800	00000001	01	00000783	M	ST	1	20010201			01	00000000
800	00000001	01	00000784	M	ST	1	20010201			01	00000000
800	00000001	01	00000785	M	ST	1	20010201			01	00000000
800	00000001	01	00000786	M	ST	1	20010201			01	00000000
800	00000001	01	00000787	M	ST	1	20010201			01	00000000
800	00000001	01	00000788	M	ST	1	20010201			01	00000000
800	00000001	01	00000789	M	ST	1	20010201			01	00000000
800	00000001	01	00000790	M	ST	1	20010201			01	00000000
800	00000001	01	00000791	M	ST	1	20010201			01	00000000
800	00000001	01	00000792	M	ST	1	20010201			01	00000000
800	00000001	01	00000793	M	ST	1	20010201			01	00000000
800	00000001	01	00000794	M	ST	1	20010201			01	00000000
800	00000001	01	00000795	M	ST	1	20010201			01	00000000
800	00000001	01	00000796	M	ST	1	20010201			01	00000000
800	00000001	01	00000797	M	ST	1	20010201			01	00000000
800	00000001	01	00000798	M	ST	1	20010201			01	00000000
800	00000001	01	00000799	M	ST	1	20010201			01	00000000
800	00000001	01	00000800	M	ST	1	20010201			01	00000000
800	00000001	01	00000801	M	ST	1	20010201			01	00000000
800	00000001	01	00000802	M	ST	1	20010201			01	00000000
800	00000001	01	00000803	M	ST	1	20010201			01	00000000
800	00000001	01	00000804	M	ST	1	20010201			01	00000000
800	00000001	01	00000805	M	ST	1	20010201			01	00000000
800	00000001	01	00000806	M	ST	1	20010201			01	00000000
800	00000001	01	00000807	M	ST	1	20010201			01	00000000
800	00000001	01	00000808	M	ST	1	20010201			01	00000000
800	00000001	01	00000809	M	ST	1	20010201			01	00000000
800	00000001	01	00000810	M	ST	1	20010201			01	00000000
800	00000001	01	00000811	M	ST	1	20010201			01	00000000
800	00000001	01	00000812	M	ST	1	20010201			01	00000000
800	00000001	01	00000813	M	ST	1	20010201			01	00000000
800	00000001	01	00000814	M	ST	1	20010201			01	00000000
800	00000001	01	00000815	M	ST	1	20010201			01	00000000
800	00000001	01	00000816	M	ST	1	20010201			01	00000000
800	00000001	01	00000817	M	ST	1	20010201			01	00000000
800	00000001	01	00000818	M	ST	1	20010201			01	00000000
800	00000001	01	00000819	M	ST	1	20010201			01	00000000
800	00000001	01	00000820	M	ST	1	20010201			01	00000000
800	00000001	01	00000821	M	ST	1	20010201			01	00000000
800	00000001	01	00000822	M	ST	1	20010201			01	00000000
800	00000001	01	00000823	M	ST	1	20010201			01	00000000
800	00000001	01	00000824	M	ST	1	20010201			01	00000000
800	00000001	01	00000825	M	ST	1	20010201			01	00000000
800	00000001	01	00000826	M	ST	1	20010201			01	00000000
800	00000001	01	00000827	M	ST	1	20010201			01	00000000
800	00000001	01	00000828	M	ST	1	20010201			01	00000000
800	00000001	01	00000829	M	ST	1	20010201			01	00000000
800	00000001	01	00000830	M	ST	1	20010201			01	00000000
800	00000001	01	00000831	M	ST	1	20010201			01	00000000
800	00000001	01	00000832	M	ST	1	20010201			01	00000000
800	00000001	01	00000833	M	ST	1	20010201			01	00000000
800	00000001	01	00000834	M	ST	1	20010201			01	00000000
800	00000001	01	00000835	M	ST	1	20010201			01	00000000
800	00000001	01	00000836	M	ST	1	20010201			01	00000000
800	00000001	01	00000837	M	ST	1	20010201			01	00000000
800	00000001	01	00000838	M	ST	1	20010201			01	00000000
800	00000001	01	00000839	M	ST	1	20010201			01	00000000
800	00000001	01	00000840	M	ST	1	20010201			01	00000000
800	00000001	01	00000841	M	ST	1	20010201			01	00000000
800	00000001	01	00000842	M	ST	1	20010201			01	00000000
800	00000001	01	00000843	M	ST	1	20010201			01	00000000
800	00000001	01	00000844	M	ST	1	20010201			01	00000000
800	00000001	01	00000845	M	ST	1	20010201			01	00000000
800	00000001	01	00000846	M	ST	1	20010201			01	00000000
800	00000001	01	00000847	M	ST	1	20010201			01	00000000
800	00000001	01	00000848	M	ST	1	20010201			01	00000000
800	00000001	01	00000849	M	ST	1	20010201			01	00000000
800	00000001	01	00000850	M	ST	1	20010201			01	00000000
800	00000001	01	00000851	M	ST	1	20010201			01	00000000
800	00000001	01	00000852	M	ST	1	20010201			01	00000000
800	00000001	01	00000853	M	ST	1	20010201			01	00000000
800	00000001	01	00000854	M	ST	1	20010201			01	00000000
800	00000001	01	00000855	M	ST	1	20010201			01	00000000
800	00000001	01	00000856	M	ST	1	20010201			01	00000000
800	00000001	01	00000857	M	ST	1	20010201			01	00000000
800	00000001	01	00000858	M	ST	1	20010201			01	00000000
800	00000001	01	00000859	M	ST	1	20010201			01	00000000
800	00000001	01	00000860	M	ST	1	20010201			01	00000000
800	00000001	01	00000861	M	ST	1	20010201			01	00000000
800	00000001	01	00000862	M	ST	1	20010201			01	00000000
800	00000001	01	00000863	M	ST	1	20010201			01	00000000
800	00000001	01	00000864	M	ST	1	20010201			01	00000000
800	00000001	01	00000865	M	ST	1	20010201			01	00000000
800	00000001	01	00000866	M	ST	1	20010201			01	00000000
800	00000001	01	00000867	M	ST	1	20010201			01	00000000
800	00000001	01	00000868	M	ST	1	20010201			01	00000000
800	00000001	01	00000869	M	ST	1	20010201			01	00000000
800	00000001	01	00000870	M	ST	1	20010201			01	00000000
800	00000001	01	00000871	M	ST	1	20010201			01	00000000
800	00000001	01	00000872	M	ST	1	20010201			01	00000000
800	00000001	01	00000873	M	ST	1	20010201			01	00000000
800	00000001	01	00000874	M	ST	1	20010201			01	00000000
800	00000001	01	00000875	M	ST	1	20010201			01	00000000
800	00000001	01	00000876	M	ST	1	20010201			01	00000000
800	00000001	01	00000877	M	ST	1	20010201			01	00000000
800	00000001	01	00000878	M	ST	1	20010201			01	00000000
800	00000001	01	00000879	M	ST	1	20010201			01	00000000
800	00000001	01	00000880	M	ST	1	20010201			01	00000000
800	00000001	01	00000881	M	ST	1	20010201			01	00000000
800	00000001	01	00000882	M	ST	1	20010201			01	00000000
800	00000001	01	00000883	M	ST	1	20010201			01	00000000
800	00000001	01	00000884	M	ST	1	20010201			01	00000000
800	00000001	01	00000885	M	ST	1	20010201			01	00000000
800	00000001	01	00000886	M	ST	1	20010201			01	00000000
800	00000001	01	00000887	M	ST	1	20010201			01	00000000
800	00000001	01	00000888	M	ST	1	20010201			01	00000000
800	00000001	01	00000889	M	ST	1	20010201			01	00000000
800	00000001	01	00000890	M	ST	1	20010201			01	00000000
800	00000001	01	00000891	M	ST	1	20010201			01	00000000
800	00000001	01	00000892	M	ST	1	20010201			01	00000000
800	00000001	01	00000893	M	ST	1	20010201			01	00000000
800	00000001	01	00000894	M	ST	1	20010201			01	00000000
800	00000001	01	00000895	M	ST	1	20010201			01	00000000
800	00000001	01	00000896	M	ST	1	20010201			01	00000000
800	00000001	01	00000897	M	ST	1	20010201			01	00000000
800	00000001	01	00000898	M	ST	1	20010201			01	00000000
800	00000001	01	00000899	M	ST	1	20010201			01	00000000
800	00000001	01	00000900	M	ST	1	20010201			01	00000000
800	00000001	01	00000901	M	ST	1	20010201			01	00000000
800	00000001	01	00000902	M	ST	1	20010201			01	00000000
800	00000001	01	00000903	M	ST	1	20010201			01	00000000
800	00000001	01	00000904	M	ST	1	20010201			01	00000000
800	00000001	01	00000905	M	ST	1	20010201			01	00000000
800	00000001	01	00000906	M	ST	1	20010201			01	00000000
800	00000001	01	00000907	M	ST	1	20010201			01	00000000
800	00000001	01	00000908	M	ST	1	20010201			01	00000000
800	00000001	01	00000909	M	ST	1	20010201			01	00000000
800	00000001	01	00000910	M	ST	1	20010201			01	00000000
800	00000001	01	00000911	M	ST	1	20010201			01	00000000
800	00000001	01	00000912	M	ST	1	20010205			01	00000000
800	00000001	01	00000913	M	ST	1	20010209			01	00000000
800	00000001	01	00000914	M	ST	1	20010209			01	00000000
800	00000001	01	00000915	M	ST	1	20010209			01	00000000
800	00000001	01	00000916	M	ST	1	20010209			01	00000000
800	00000001	01	00000917	M	ST	1	20010209			01	00000000
800	00000001	01	00000918	M	ST	1	20010209			01	00000000
800	00000001	01	00000919	M	ST	1	20010209			01	00000000
800	00000001	01	00000920	M	ST	1	20010209			01	00000000
800	00000001	01	00000921	M	ST	1	20010209			01	00000000
800	00000001	01	00000922	M	ST	1	20010209			01	00000000
800	00000001	01	00000923	M	ST	1	20010209			01	00000000
800	00000001	01	00000924	M	ST	1	20010209			01	00000000
800	00000001	01	00000925	M	ST	1	20010209			01	00000000
800	00000001	01	00000926	M	ST	1	20010209			01	00000000
800	00000001	01	00000927	M	ST	1	20010209			01	00000000
800	00000001	01	00000928	M	ST	1	20010209			01	00000000
800	00000001	01	00000929	M	ST	1	20010209			01	00000000
800	00000001	01	00000930	M	ST	1	20010209			01	00000000
800	00000001	01	00000931	M	ST	1	20010209			01	00000000
800	00000001	01	00000932	M	ST	1	20010209			01	00000000
800	00000001	01	00000933	M	ST	1	20010209			01	00000000
800	00000001	01	00000934	M	ST	1	20010209			01	00000000
800	00000001	01	00000935	M	ST	1	20010209			01	00000000
800	00000001	01	00000936	M	ST	1	20010209			01	00000000
800	00000001	01	00000937	M	ST	1	20010209			01	00000000
800	00000001	01	00000938	M	ST	1	20010209			01	00000000
800	00000001	01	00000939	M	ST	1	20010209			01	00000000
800	00000001	01	00000940	M	ST	1	20010209			01	00000000
800	00000001	01	00000941	M	ST	1	20010209			01	00000000
800	00000001	01	00000942	M	ST	1	20010209			01	00000000
800	00000001	01	00000943	M	ST	1	20010209			01	00000000
800	00000001	01	00000944	M	ST	1	20010209			01	00000000
800	00000001	01	00000945	M	ST	1	20010209			01	00000000
800	00000001	01	00000946	M	ST	1	20010209			01	00000000
800	00000001	01	00000947	M	ST	1	20010209			01	00000000
800	00000001	01	00000948	M	ST	1	20010209			01	00000000
800	00000001	01	00000949	M	ST	1	20010209			01	00000000
800	00000001	01	00000950	M	ST	1	20010209			01	00000000
800	00000001	01	00000951	M	ST	1	20010209			01	00000000
800	00000001	01	00000952	M	ST	1	20010209			01	00000000
800	00000001	01	00000953	M	ST	1	20010209			01	00000000
800	00000001	01	00000954	M	ST	1	20010209			01	00000000
800	00000001	01	00000955	M	ST	1	20010209			01	00000000
800	00000001	01	00000956	M	ST	1	20010209			01	00000000
800	00000001	01	00000957	M	ST	1	20010209			01	00000000
800	00000001	01	00000958	M	ST	1	20010209			01	00000000
800	00000001	01	00000959	M	ST	1	20010209			01	00000000
800	00000001	01	00000960	M	ST	1	20010209			01	00000000
800	00000001	01	00000961	M	ST	1	20010209			01	00000000
800	00000001	01	00000962	M	ST	1	20010209			01	00000000
800	00000001	01	00000963	M	ST	1	20010209			01	00000000
800	00000001	01	00000964	M	ST	1	20010209			01	00000000
800	00000001	01	00000965	M	ST	1	20010209			01	00000000
800	00000001	01	00000966	M	ST	1	20010209			01	00000000
800	00000001	01	00000967	M	ST	1	20010209			01	00000000
800	00000001	01	00000968	M	ST	1	20010209			01	00000000
800	00000001	01	00000969	M	ST	1	20010209			01	00000000
800	00000001	01	00000970	M	ST	1	20010209			01	00000000
800	00000001	01	00000971	M	ST	1	20010209			01	00000000
800	00000001	01	00000972	M	ST	1	20010209			01	00000000
800	00000001	01	00000973	M	ST	1	20010209			01	00000000
800	00000001	01	00000974	M	ST	1	20010209			01	00000000
800	00000001	01	00000975	M	ST	1	20010209			01	00000000
800	00000001	01	00000976	M	ST	1	20010209			01	00000000
800	00000001	01	00000977	M	ST	1	20010209			01	00000000
800	00000001	01	00000978	M	ST	1	20010209			01	00000000
800	00000001	01	00000979	M	ST	1	20010209			01	00000000
800	00000001	01	00000980	M	ST	1	20010209			01	00000000
800	00000001	01	00000981	M	ST	1	20010209			01	00000000
800	00000001	01	00000982	M	ST	1	20010209			01	00000000
800	00000001	01	00000983	M	ST	1	20010209			01	00000000
800	00000001	01	00000984	M	ST	1	20010209			01	00000000
800	00000001	01	00000985	M	ST	1	20010209			01	00000000
800	00000001	01	00000986	M	ST	1	20010209			01	00000000
800	00000001	01	00000987	M	ST	1	20010209			01	00000000
800	00000001	01	00000988	M	ST	1	20010209			01	00000000
800	00000001	01	00000989	M	ST	1	20010209			01	00000000
800	00000001	01	00000990	M	ST	1	20010209			01	00000000
800	00000001	01	00000991	M	ST	1	20010209			01	00000000
800	00000001	01	00000992	M	ST	1	20010209			01	00000000
800	00000001	01	00000993	M	ST	1	20010209			01	00000000
800	00000001	01	00000994	M	ST	1	20010209			01	00000000
800	00000001	01	00000995	M	ST	1	20010209			01	00000000
800	00000001	01	00000996	M	ST	1	20010209			01	00000000
800	00000001	01	00000997	M	ST	1	20010209			01	00000000
800	00000001	01	00000998	M	ST	1	20010209			01	00000000
800	00000001	01	00000999	M	ST	1	20010209			01	00000000
800	00000001	01	00001000	M	ST	1	20010209			01	00000000
800	00000001	01	00001001	M	ST	1	20010209			01	00000000
800	00000001	01	00001002	M	ST	1	20010209			01	00000000
800	00000001	01	00001003	M	ST	1	20010209			01	00000000
800	00000001	01	00001004	M	ST	1	20010209			01	00000000
800	00000001	01	00001005	M	ST	1	20010209			01	00000000
800	00000001	01	00001006	M	ST	1	20010209			01	00000000
800	00000001	01	00001007	M	ST	1	20010209			01	00000000
800	00000001	01	00001008	M	ST	1	20010209			01	00000000
800	00000001	01	00001009	M	ST	1	20010209			01	00000000
800	00000001	01	00001010	M	ST	1	20010209			01	00000000
800	00000001	01	00001011	M	ST	1	20010209			01	00000000
800	00000001	01	00001012	M	ST	1	20010209			01	00000000
800	00000001	01	00001013	M	ST	1	20010209			01	00000000
800	00000001	01	00001014	M	ST	1	20010209			01	00000000
800	00000001	01	00001015	M	ST	1	20010209			01	00000000
800	00000001	01	00001016	M	ST	1	20010209			01	00000000
800	00000001	01	00001017	M	ST	1	20010209			01	00000000
800	00000001	01	00001018	M	ST	1	20010209			01	00000000
800	00000001	01	00001019	M	ST	1	20010209			01	00000000
800	00000001	01	00001020	M	ST	1	20010209			01	00000000
800	00000001	01	00001021	M	ST	1	20010209			01	00000000
800	00000001	01	00001022	M	ST	1	20010209			01	00000000
800	00000001	01	00001023	M	ST	1	20010209			01	00000000
800	00000001	01	00001024	M	ST	1	20010209			01	00000000
800	00000001	01	00001025	M	ST	1	20010209			01	00000000
800	00000001	01	00001026	M	ST	1	20010209			01	00000000
800	00000001	01	00001027	M	ST	1	20010209			01	00000000
800	00000001	01	00001028	M	ST	1	20010209			01	00000000
800	00000001	01	00001029	M	ST	1	20010209			01	00000000
800	00000001	01	00001030	M	ST	1	20010209			01	00000000
800	00000001	01	00001031	M	ST	1	20010209			01	00000000
800	00000001	01	00001032	M	ST	1	20010209			01	00000000
800	00000001	01	00001033	M	ST	1	20010209			01	00000000
800	00000001	01	00001034	M	ST	1	20010209			01	00000000
800	00000001	01	00001035	M	ST	1	20010209			01	00000000
800	00000001	01	00001036	M	ST	1	20010209			01	00000000
800	00000001	01	00001037	M	ST	1	20010209			01	00000000
800	00000001	01	00001038	M	ST	1	20010209			01	00000000
800	00000001	01	00001039	M	ST	1	20010209			01	00000000
800	00000001	01	00001040	M	ST	1	20010209			01	00000000
800	00000001	01	00001041	M	ST	1	20010209			01	00000000
800	00000001	01	00001042	M	ST	1	20010209			01	00000000
800	00000001	01	00001043	M	ST	1	20010209			01	00000000
800	00000001	01	00001044	M	ST	1	20010209			01	00000000
800	00000001	01	00001045	M	ST	1	20010209			01	00000000
800	00000001	01	00001046	M	ST	1	20010209			01	00000000
800	00000001	01	00001047	M	ST	1	20010209			01	00000000
800	00000001	01	00001048	M	ST	1	20010209			01	00000000
800	00000001	01	00001049	M	ST	1	20010209			01	00000000
800	00000001	01	00001050	M	ST	1	20010209			01	00000000
800	00000001	01	00001051	M	ST	1	20010209			01	00000000
800	00000001	01	00001052	M	ST	1	20010209			01	00000000
800	00000001	01	00001053	M	ST	1	20010209			01	00000000
800	00000001	01	00001054	M	ST	1	20010209			01	00000000
800	00000001	01	00001055	M	ST	1	20010209			01	00000000
800	00000001	01	00001056	M	ST	1	20010209			01	00000000
800	00000001	01	00001057	M	ST	1	20010209			01	00000000
800	00000001	01	00001058	M	ST	1	20010209			01	00000000
800	00000001	01	00001059	M	ST	1	20010209			01	00000000
800	00000001	01	00001060	M	ST	1	20010209			01	00000000
800	00000001	01	00001061	M	ST	1	20010209			01	00000000
800	00000001	01	00001062	M	ST	1	20010209			01	00000000
800	00000001	01	00001063	M	ST	1	20010209			01	00000000
800	00000001	01	00001064	M	ST	1	20010209			01	00000000
800	00000001	01	00001065	M	ST	1	20010209			01	00000000
800	00000001	01	00001066	M	ST	1	20010209			01	00000000
800	00000001	01	00001067	M	ST	1	20010209			01	00000000
800	00000001	01	00001068	M	ST	1	20010209			01	00000000
800	00000001	01	00001069	M	ST	1	20010209			01	00000000
800	00000001	01	00001070	M	ST	1	20010209			01	00000000
800	00000001	01	00001071	M	ST	1	20010209			01	00000000
800	00000001	01	00001072	M	ST	1	20010209			01	00000000
800	00000001	01	00001073	M	ST	1	20010209			01	00000000
800	00000001	01	00001074	M	ST	1	20010209			01	00000000
800	00000001	01	00001075	M	ST	1	20010209			01	00000000
800	00000001	01	00001076	M	ST	1	20010209			01	00000000
800	00000001	01	00001077	M	ST	1	20010209			01	00000000
800	00000001	01	00001078	M	ST	1	20010209			01	00000000
800	00000001	01	00001079	M	ST	1	20010209			01	00000000
800	00000001	01	00001080	M	ST	1	20010209			01	00000000
800	00000001	01	00001081	M	ST	1	20010209			01	00000000
800	00000001	01	00001082	M	ST	1	20010209			01	00000000
800	00000001	01	00001083	M	ST	1	20010209			01	00000000
800	00000001	01	00001084	M	ST	1	20010209			01	00000000
800	00000001	01	00001085	M	ST	1	20010209			01	00000000
800	00000001	01	00001086	M	ST	1	20010209			01	00000000
800	00000001	01	00001087	M	ST	1	20010209			01	00000000
800	00000001	01	00001088	M	ST	1	20010209			01	00000000
800	00000001	01	00001089	M	ST	1	20010209			01	00000000
800	00000001	01	00001090	M	ST	1	20010209			01	00000000
800	00000001	01	00001091	M	ST	1	20010209			01	00000000
800	00000001	01	00001092	M	ST	1	20010209			01	00000000
800	00000001	01	00001093	M	ST	1	20010209			01	00000000
800	00000001	01	00001094	M	ST	1	20010209			01	00000000
800	00000001	01	00001095	M	ST	1	20010209			01	00000000
800	00000001	01	00001096	M	ST	1	20010209			01	00000000
800	00000001	01	00001097	M	ST	1	20010209			01	00000000
800	00000001	01	00001098	M	ST	1	20010209			01	00000000
800	00000001	01	00001099	M	ST	1	20010209			01	00000000
800	00000001	01	00001100	M	ST	1	20010209			01	00000000
800	00000001	01	00001101	M	ST	1	20010209			01	00000000
800	00000001	01	00001102	M	ST	1	20010209			01	00000000
800	00000001	01	00001103	M	ST	1	20010209			01	00000000
800	00000001	01	00001104	M	ST	1	20010209			01	00000000
800	00000001	01	00001105	M	ST	1	20010209			01	00000000
800	00000001	01	00001106	M	ST	1	20010209			01	00000000
800	00000001	01	00001107	M	ST	1	20010209			01	00000000
800	00000001	01	00001108	M	ST	1	20010209			01	00000000
800	00000001	01	00001109	M	ST	1	20010209			01	00000000
800	00000001	01	00001110	M	ST	1	20010209			01	00000000
800	00000001	01	00001111	M	ST	1	20010209			01	00000000
800	00000001	01	00001112	M	ST	1	20010209			01	00000000
800	00000001	01	00001113	M	ST	1	20010209			01	00000000
800	00000001	01	00001114	M	ST	1	20010209			01	00000000
800	00000001	01	00001115	M	ST	1	20010209			01	00000000
800	00000001	01	00001116	M	ST	1	20010209			01	00000000
800	00000001	01	00001117	M	ST	1	20010209			01	00000000
800	00000001	01	00001118	M	ST	1	20010209			01	00000000
800	00000001	01	00001119	M	ST	1	20010209			01	00000000
800	00000001	01	00001120	M	ST	1	20010209			01	00000000
800	00000001	01	00001121	M	ST	1	20010209			01	00000000
800	00000001	01	00001122	M	ST	1	20010209			01	00000000
800	00000001	01	00001123	M	ST	1	20010209			01	00000000
800	00000001	01	00001124	M	ST	1	20010209			01	00000000
800	00000001	01	00001125	M	ST	1	20010209			01	00000000
800	00000001	01	00001126	M	ST	1	20010209			01	00000000
800	00000001	01	00001127	M	ST	1	20010209			01	00000000
800	00000001	01	00001128	M	ST	1	20010209			01	00000000
800	00000001	01	00001129	M	ST	1	20010209			01	00000000
800	00000001	01	00001130	M	ST	1	20010209			01	00000000
800	00000001	01	00001131	M	ST	1	20010209			01	00000000
800	00000001	01	00001132	M	ST	1	20010209			01	00000000
800	00000001	01	00001133	M	ST	1	20010209			01	00000000
800	00000001	01	00001134	M	ST	1	20010209			01	00000000
800	00000001	01	00001135	M	ST	1	20010209			01	00000000
800	00000001	01	00001136	M	ST	1	20010209			01	00000000
800	00000001	01	00001137	M	ST	1	20010209			01	00000000
800	00000001	01	00001138	M	ST	1	20010209			01	00000000
800	00000001	01	00001139	M	ST	1	20010209			01	00000000
800	00000001	01	00001140	M	ST	1	20010209			01	00000000
800	00000001	01	00001141	M	ST	1	20010209			01	00000000
800	00000001	01	00001142	M	ST	1	20010209			01	00000000
800	00000001	01	00001143	M	ST	1	20010209			01	00000000
800	00000001	01	00001144	M	ST	1	20010210			01	00000000
800	00000001	01	00001145	M	ST	1	20010210			01	00000000
800	00000001	01	00001146	M	ST	1	20010210			01	00000000
800	00000001	01	00001147	M	ST	1	20010210			01	00000000
800	00000001	01	00001148	M	ST	1	20010210			01	00000000
800	00000001	01	00001149	M	ST	1	20010210			01	00000000
800	00000001	01	00001150	M	ST	1	20010210			01	00000000
800	00000001	01	00001151	M	ST	1	20010210			01	00000000
800	00000001	01	00001152	M	ST	1	20010210			01	00000000
800	00000001	01	00001153	M	ST	1	20010210			01	00000000
800	00000001	01	00001154	M	ST	1	20010210			01	00000000
800	00000001	01	00001155	M	ST	1	20010210			01	00000000
800	00000001	01	00001156	M	ST	1	20010210			01	00000000
800	00000001	01	00001157	M	ST	1	20010210			01	00000000
800	00000001	01	00001158	M	ST	1	20010210			01	00000000
800	00000001	01	00001159	M	ST	1	20010210			01	00000000
800	00000001	01	00001160	M	ST	1	20010210			01	00000000
800	00000001	01	00001161	M	ST	1	20010210			01	00000000
800	00000001	01	00001162	M	ST	1	20010210			01	00000000
800	00000001	01	00001163	M	ST	1	20010210			01	00000000
800	00000001	01	00001164	M	ST	1	20010210			01	00000000
800	00000001	01	00001165	M	ST	1	20010210			01	00000000
800	00000001	01	00001166	M	ST	1	20010210			01	00000000
800	00000001	01	00001167	M	ST	1	20010210			01	00000000
800	00000001	01	00001168	M	ST	1	20010210			01	00000000
800	00000001	01	00001169	M	ST	1	20010210			01	00000000
800	00000001	01	00001170	M	ST	1	20010210			01	00000000
800	00000001	01	00001171	M	ST	1	20010210			01	00000000
800	00000001	01	00001172	M	ST	1	20010210			01	00000000
800	00000001	01	00001173	M	ST	1	20010210			01	00000000
800	00000001	01	00001174	M	ST	1	20010210			01	00000000
800	00000001	01	00001175	M	ST	1	20010210			01	00000000
800	00000001	01	00001176	M	ST	1	20010210			01	00000000
800	00000001	01	00001177	M	ST	1	20010210			01	00000000
800	00000001	01	00001178	M	ST	1	20010210			01	00000000
800	00000001	01	00001179	M	ST	1	20010210			01	00000000
800	00000001	01	00001180	M	ST	1	20010210			01	00000000
800	00000001	01	00001181	M	ST	1	20010210			01	00000000
800	00000001	01	00001182	M	ST	1	20010210			01	00000000
800	00000001	01	00001183	M	ST	1	20010210			01	00000000
800	00000001	01	00001184	M	ST	1	20010210			01	00000000
800	00000001	01	00001185	M	ST	1	20010210			01	00000000
800	00000001	01	00001186	M	ST	1	20010210			01	00000000
800	00000001	01	00001187	M	ST	1	20010210			01	00000000
800	00000001	01	00001188	M	ST	1	20010210			01	00000000
800	00000001	01	00001189	M	ST	1	20010210			01	00000000
800	00000001	01	00001190	M	ST	1	20010210			01	00000000
800	00000001	01	00001191	M	ST	1	20010210			01	00000000
800	00000001	01	00001192	M	ST	1	20010210			01	00000000
800	00000001	01	00001193	M	ST	1	20010210			01	00000000
800	00000001	01	00001194	M	ST	1	20010210			01	00000000
800	00000001	01	00001195	M	ST	1	20010210			01	00000000
800	00000001	01	00001196	M	ST	1	20010210			01	00000000
800	00000001	01	00001197	M	ST	1	20010210			01	00000000
800	00000001	01	00001198	M	ST	1	20010210			01	00000000
800	00000001	01	00001199	M	ST	1	20010301			01	00000000
800	00000001	01	00001200	M	ST	1	20000101			01	00000000
800	00000001	01	00001203	M	ST	1	20010601			01	00000000
800	00000001	01	00001204	M	ST	1	20010601			01	00000000
800	00000001	01	00001205	M	ST	1	20010601			01	00000000
800	00000001	01	00001206	M	ST	1	20010601			01	00000000
800	00000001	01	00001207	M	ST	1	20010601			01	00000000
800	00000001	01	00001208	M	ST	1	20010601			01	00000000
800	00000001	01	00001209	M	ST	1	20010601			01	00000000
800	00000001	01	00001210	M	ST	1	20010601			01	00000000
800	00000001	01	00001211	M	ST	1	20010601			01	00000000
800	00000001	01	00001212	M	ST	1	20010601			01	00000000
800	00000001	01	00001213	M	ST	1	20010601			01	00000000
800	00000001	01	00001214	M	ST	1	20010601			01	00000000
800	00000001	01	00001215	M	ST	1	20010601			01	00000000
800	00000001	01	00001216	M	ST	1	20010601			01	00000000
800	00000001	01	00001217	M	ST	1	20010601			01	00000000
800	00000001	01	00001218	M	ST	1	20010601			01	00000000
800	00000001	01	00001219	M	ST	1	20010601			01	00000000
800	00000001	01	00001220	M	ST	1	20010601			01	00000000
800	00000001	01	00001221	M	ST	1	20010601			01	00000000
800	00000001	01	00001222	M	ST	1	20010601			01	00000000
800	00000001	01	00001223	M	ST	1	20010601			01	00000000
800	00000001	01	00001224	M	ST	1	20010601			01	00000000
800	00000001	01	00001225	M	ST	1	20010601			01	00000000
800	00000001	01	00001226	M	ST	1	20010601			01	00000000
800	00000001	01	00001227	M	ST	1	20010601			01	00000000
800	00000001	01	00001228	M	ST	1	20010601			01	00000000
800	00000001	01	00001229	M	ST	1	20010601			01	00000000
800	00000001	01	00001230	M	ST	1	20010601			01	00000000
800	00000001	01	00001231	M	ST	1	20010601			01	00000000
800	00000001	01	00001232	M	ST	1	20010601			01	00000000
800	00000001	01	00001233	M	ST	1	20010601			01	00000000
800	00000001	01	00001234	M	ST	1	20010601			01	00000000
800	00000001	01	00001235	M	ST	1	20010601			01	00000000
800	00000001	01	00001236	M	ST	1	20010601			01	00000000
800	00000001	01	00001237	M	ST	1	20010601			01	00000000
800	00000001	01	00001238	M	ST	1	20010601			01	00000000
800	00000001	01	00001239	M	ST	1	20010601			01	00000000
800	00000001	01	00001240	M	ST	1	20010601			01	00000000
800	00000001	01	00001241	M	ST	1	20010601			01	00000000
800	00000001	01	00001242	M	ST	1	20010601			01	00000000
800	00000001	01	00001243	M	ST	1	20010601			01	00000000
800	00000001	01	00001244	M	ST	1	20010601			01	00000000
800	00000001	01	00001245	M	ST	1	20010601			01	00000000
800	00000001	01	00001246	M	ST	1	20010601			01	00000000
800	00000001	01	00001247	M	ST	1	20010601			01	00000000
800	00000001	01	00001248	M	ST	1	20010601			01	00000000
800	00000001	01	00001249	M	ST	1	20010601			01	00000000
800	00000001	01	00001250	M	ST	1	20010601			01	00000000
800	00000001	01	00001251	M	ST	1	20010601			01	00000000
800	00000001	01	00001252	M	ST	1	20010601			01	00000000
800	00000001	01	00001253	M	ST	1	20010601			01	00000000
800	00000001	01	00001254	M	ST	1	20010601			01	00000000
800	00000001	01	00001255	M	ST	1	20010601			01	00000000
